storeNo,partNo,date,price
3,10473,2019-07-01,119.99
3,10473,2019-08-01,128.99
3,10473,2019-09-01,126.99
3,10473,2019-10-01,128.99
3,10473,2019-11-01,119.99
3,10473,2019-12-01,122.99
4,10473,2019-07-01,98.99
4,10473,2019-08-01,146.99
4,10473,2019-09-01,103.99
4,10473,2019-10-01,143.99
4,10473,2019-11-01,145.99
4,10473,2019-12-01,98.99
5,10473,2019-07-01,0.0
5,10473,2019-08-01,0.0
5,10473,2019-09-01,136.99
5,10473,2019-10-01,98.99
5,10473,2019-11-01,141.99
5,10473,2019-12-01,102.99
6,10473,2019-07-01,0.0
6,10473,2019-08-01,132.99
6,10473,2019-09-01,114.99
6,10473,2019-10-01,0.0
6,10473,2019-11-01,100.99
6,10473,2019-12-01,141.99
7,10473,2019-07-01,126.99
7,10473,2019-08-01,123.99
7,10473,2019-09-01,97.99
7,10473,2019-10-01,106.99
7,10473,2019-11-01,0.0
7,10473,2019-12-01,125.99
1,10474,2019-07-01,45.99
1,10474,2019-08-01,57.99
1,10474,2019-09-01,48.99
1,10474,2019-10-01,0.0
1,10474,2019-11-01,63.99
1,10474,2019-12-01,52.99
2,10474,2019-07-01,49.99
2,10474,2019-08-01,0.0
2,10474,2019-09-01,55.99
2,10474,2019-10-01,55.99
2,10474,2019-11-01,47.99
2,10474,2019-12-01,61.99
3,10474,2019-07-01,0.0
3,10474,2019-08-01,51.99
3,10474,2019-09-01,60.99
3,10474,2019-10-01,58.99
3,10474,2019-11-01,0.0
3,10474,2019-12-01,44.99
4,10474,2019-07-01,50.99
4,10474,2019-08-01,55.99
4,10474,2019-09-01,52.99
4,10474,2019-10-01,56.99
4,10474,2019-11-01,55.99
4,10474,2019-12-01,45.99
5,10474,2019-07-01,52.99
5,10474,2019-08-01,60.99
5,10474,2019-09-01,60.99
5,10474,2019-10-01,48.99
5,10474,2019-11-01,61.99
5,10474,2019-12-01,59.99
6,10474,2019-07-01,49.99
6,10474,2019-08-01,51.99
6,10474,2019-09-01,50.99
6,10474,2019-10-01,52.99
6,10474,2019-11-01,51.99
6,10474,2019-12-01,51.99
7,10474,2019-07-01,57.99
7,10474,2019-08-01,61.99
7,10474,2019-09-01,56.99
7,10474,2019-10-01,42.99
7,10474,2019-11-01,57.99
7,10474,2019-12-01,46.99
1,10475,2019-07-01,296.99
1,10475,2019-08-01,0.0
1,10475,2019-09-01,323.99
1,10475,2019-10-01,267.99
1,10475,2019-11-01,293.99
1,10475,2019-12-01,285.99
2,10475,2019-07-01,317.99
2,10475,2019-08-01,243.99
2,10475,2019-09-01,343.99
2,10475,2019-10-01,285.99
2,10475,2019-11-01,282.99
2,10475,2019-12-01,290.99
3,10475,2019-07-01,338.99
3,10475,2019-08-01,243.99
3,10475,2019-09-01,302.99
3,10475,2019-10-01,261.99
3,10475,2019-11-01,249.99
3,10475,2019-12-01,282.99
4,10475,2019-07-01,249.99
4,10475,2019-08-01,349.99
4,10475,2019-09-01,273.99
4,10475,2019-10-01,349.99
4,10475,2019-11-01,293.99
4,10475,2019-12-01,338.99
5,10475,2019-07-01,302.99
5,10475,2019-08-01,243.99
5,10475,2019-09-01,314.99
5,10475,2019-10-01,261.99
5,10475,2019-11-01,302.99
5,10475,2019-12-01,279.99
6,10475,2019-07-01,332.99
6,10475,2019-08-01,338.99
6,10475,2019-09-01,243.99
6,10475,2019-10-01,326.99
6,10475,2019-11-01,335.99
6,10475,2019-12-01,338.99
7,10475,2019-07-01,261.99
7,10475,2019-08-01,241.99
7,10475,2019-09-01,235.99
7,10475,2019-10-01,299.99
7,10475,2019-11-01,258.99
7,10475,2019-12-01,338.99
1,10476,2019-07-01,102.99
1,10476,2019-08-01,79.99
1,10476,2019-09-01,104.99
1,10476,2019-10-01,87.99
1,10476,2019-11-01,76.99
1,10476,2019-12-01,0.0
2,10476,2019-07-01,102.99
2,10476,2019-08-01,98.99
2,10476,2019-09-01,89.99
2,10476,2019-10-01,92.99
2,10476,2019-11-01,109.99
2,10476,2019-12-01,100.99
3,10476,2019-07-01,95.99
3,10476,2019-08-01,103.99
3,10476,2019-09-01,84.99
3,10476,2019-10-01,104.99
3,10476,2019-11-01,87.99
3,10476,2019-12-01,111.99
4,10476,2019-07-01,0.0
4,10476,2019-08-01,94.99
4,10476,2019-09-01,110.99
4,10476,2019-10-01,110.99
4,10476,2019-11-01,102.99
4,10476,2019-12-01,98.99
5,10476,2019-07-01,88.99
5,10476,2019-08-01,0.0
5,10476,2019-09-01,107.99
5,10476,2019-10-01,78.99
5,10476,2019-11-01,100.99
5,10476,2019-12-01,0.0
6,10476,2019-07-01,75.99
6,10476,2019-08-01,94.99
6,10476,2019-09-01,0.0
6,10476,2019-10-01,104.99
6,10476,2019-11-01,91.99
6,10476,2019-12-01,109.99
7,10476,2019-07-01,84.99
7,10476,2019-08-01,102.99
7,10476,2019-09-01,96.99
7,10476,2019-10-01,81.99
7,10476,2019-11-01,101.99
7,10476,2019-12-01,87.99
1,10477,2019-07-01,44.99
1,10477,2019-08-01,42.99
1,10477,2019-09-01,0.0
1,10477,2019-10-01,46.99
1,10477,2019-11-01,0.0
1,10477,2019-12-01,0.0
2,10477,2019-07-01,46.99
2,10477,2019-08-01,49.99
2,10477,2019-09-01,46.99
2,10477,2019-10-01,47.99
2,10477,2019-11-01,40.99
2,10477,2019-12-01,38.99
3,10477,2019-07-01,39.99
3,10477,2019-08-01,41.99
3,10477,2019-09-01,51.99
3,10477,2019-10-01,39.99
3,10477,2019-11-01,42.99
3,10477,2019-12-01,38.99
4,10477,2019-07-01,37.99
4,10477,2019-08-01,42.99
4,10477,2019-09-01,50.99
4,10477,2019-10-01,51.99
4,10477,2019-11-01,47.99
4,10477,2019-12-01,0.0
5,10477,2019-07-01,53.99
5,10477,2019-08-01,44.99
5,10477,2019-09-01,38.99
5,10477,2019-10-01,44.99
5,10477,2019-11-01,45.99
5,10477,2019-12-01,47.99
6,10477,2019-07-01,51.99
6,10477,2019-08-01,47.99
6,10477,2019-09-01,47.99
6,10477,2019-10-01,0.0
6,10477,2019-11-01,48.99
6,10477,2019-12-01,46.99
7,10477,2019-07-01,0.0
7,10477,2019-08-01,50.99
7,10477,2019-09-01,0.0
7,10477,2019-10-01,53.99
7,10477,2019-11-01,46.99
7,10477,2019-12-01,38.99
1,10478,2019-07-01,133.99
1,10478,2019-08-01,105.99
1,10478,2019-09-01,0.0
1,10478,2019-10-01,96.99
1,10478,2019-11-01,102.99
1,10478,2019-12-01,108.99
2,10478,2019-07-01,0.0
2,10478,2019-08-01,103.99
2,10478,2019-09-01,111.99
2,10478,2019-10-01,132.99
2,10478,2019-11-01,112.99
2,10478,2019-12-01,130.99
3,10478,2019-07-01,0.0
3,10478,2019-08-01,111.99
3,10478,2019-09-01,0.0
3,10478,2019-10-01,129.99
3,10478,2019-11-01,110.99
3,10478,2019-12-01,102.99
4,10478,2019-07-01,119.99
4,10478,2019-08-01,0.0
4,10478,2019-09-01,104.99
4,10478,2019-10-01,96.99
4,10478,2019-11-01,105.99
4,10478,2019-12-01,103.99
5,10478,2019-07-01,115.99
5,10478,2019-08-01,93.99
5,10478,2019-09-01,107.99
5,10478,2019-10-01,94.99
5,10478,2019-11-01,136.99
5,10478,2019-12-01,125.99
6,10478,2019-07-01,0.0
6,10478,2019-08-01,0.0
6,10478,2019-09-01,0.0
6,10478,2019-10-01,0.0
6,10478,2019-11-01,110.99
6,10478,2019-12-01,117.99
7,10478,2019-07-01,133.99
7,10478,2019-08-01,131.99
7,10478,2019-09-01,130.99
7,10478,2019-10-01,102.99
7,10478,2019-11-01,110.99
7,10478,2019-12-01,105.99
1,10479,2019-07-01,755.99
1,10479,2019-08-01,536.99
1,10479,2019-09-01,728.99
1,10479,2019-10-01,688.99
1,10479,2019-11-01,622.99
1,10479,2019-12-01,755.99
2,10479,2019-07-01,549.99
2,10479,2019-08-01,543.99
2,10479,2019-09-01,0.0
2,10479,2019-10-01,582.99
2,10479,2019-11-01,708.99
2,10479,2019-12-01,781.99
3,10479,2019-07-01,788.99
3,10479,2019-08-01,596.99
3,10479,2019-09-01,741.99
3,10479,2019-10-01,602.99
3,10479,2019-11-01,781.99
3,10479,2019-12-01,781.99
4,10479,2019-07-01,635.99
4,10479,2019-08-01,781.99
4,10479,2019-09-01,774.99
4,10479,2019-10-01,589.99
4,10479,2019-11-01,529.99
4,10479,2019-12-01,708.99
5,10479,2019-07-01,728.99
5,10479,2019-08-01,576.99
5,10479,2019-09-01,0.0
5,10479,2019-10-01,596.99
5,10479,2019-11-01,615.99
5,10479,2019-12-01,655.99
6,10479,2019-07-01,662.99
6,10479,2019-08-01,629.99
6,10479,2019-09-01,728.99
6,10479,2019-10-01,695.99
6,10479,2019-11-01,761.99
6,10479,2019-12-01,0.0
7,10479,2019-07-01,0.0
7,10479,2019-08-01,642.99
7,10479,2019-09-01,609.99
7,10479,2019-10-01,543.99
7,10479,2019-11-01,774.99
7,10479,2019-12-01,721.99
1,10480,2019-07-01,181.99
1,10480,2019-08-01,226.99
1,10480,2019-09-01,238.99
1,10480,2019-10-01,166.99
1,10480,2019-11-01,193.99
1,10480,2019-12-01,247.99
2,10480,2019-07-01,193.99
2,10480,2019-08-01,241.99
2,10480,2019-09-01,203.99
2,10480,2019-10-01,197.99
2,10480,2019-11-01,224.99
2,10480,2019-12-01,230.99
3,10480,2019-07-01,181.99
3,10480,2019-08-01,166.99
3,10480,2019-09-01,181.99
3,10480,2019-10-01,216.99
3,10480,2019-11-01,238.99
3,10480,2019-12-01,195.99
4,10480,2019-07-01,232.99
4,10480,2019-08-01,228.99
4,10480,2019-09-01,226.99
4,10480,2019-10-01,173.99
4,10480,2019-11-01,216.99
4,10480,2019-12-01,201.99
5,10480,2019-07-01,212.99
5,10480,2019-08-01,201.99
5,10480,2019-09-01,183.99
5,10480,2019-10-01,197.99
5,10480,2019-11-01,243.99
5,10480,2019-12-01,173.99
6,10480,2019-07-01,212.99
6,10480,2019-08-01,238.99
6,10480,2019-09-01,181.99
6,10480,2019-10-01,166.99
6,10480,2019-11-01,216.99
6,10480,2019-12-01,0.0
7,10480,2019-07-01,189.99
7,10480,2019-08-01,220.99
7,10480,2019-09-01,0.0
7,10480,2019-10-01,203.99
7,10480,2019-11-01,212.99
7,10480,2019-12-01,164.99
1,10481,2019-07-01,70.99
1,10481,2019-08-01,71.99
1,10481,2019-09-01,58.99
1,10481,2019-10-01,68.99
1,10481,2019-11-01,63.99
1,10481,2019-12-01,73.99
2,10481,2019-07-01,60.99
2,10481,2019-08-01,61.99
2,10481,2019-09-01,69.99
2,10481,2019-10-01,69.99
2,10481,2019-11-01,70.99
2,10481,2019-12-01,53.99
3,10481,2019-07-01,67.99
3,10481,2019-08-01,59.99
3,10481,2019-09-01,60.99
3,10481,2019-10-01,59.99
3,10481,2019-11-01,75.99
3,10481,2019-12-01,69.99
4,10481,2019-07-01,55.99
4,10481,2019-08-01,64.99
4,10481,2019-09-01,59.99
4,10481,2019-10-01,77.99
4,10481,2019-11-01,77.99
4,10481,2019-12-01,52.99
5,10481,2019-07-01,59.99
5,10481,2019-08-01,64.99
5,10481,2019-09-01,0.0
5,10481,2019-10-01,74.99
5,10481,2019-11-01,64.99
5,10481,2019-12-01,74.99
6,10481,2019-07-01,65.99
6,10481,2019-08-01,0.0
6,10481,2019-09-01,76.99
6,10481,2019-10-01,55.99
6,10481,2019-11-01,71.99
6,10481,2019-12-01,64.99
7,10481,2019-07-01,0.0
7,10481,2019-08-01,56.99
7,10481,2019-09-01,53.99
7,10481,2019-10-01,64.99
7,10481,2019-11-01,57.99
7,10481,2019-12-01,66.99
1,10482,2019-07-01,335.99
1,10482,2019-08-01,310.99
1,10482,2019-09-01,293.99
1,10482,2019-10-01,271.99
1,10482,2019-11-01,332.99
1,10482,2019-12-01,307.99
2,10482,2019-07-01,301.99
2,10482,2019-08-01,329.99
2,10482,2019-09-01,318.99
2,10482,2019-10-01,257.99
2,10482,2019-11-01,254.99
2,10482,2019-12-01,259.99
3,10482,2019-07-01,324.99
3,10482,2019-08-01,287.99
3,10482,2019-09-01,335.99
3,10482,2019-10-01,271.99
3,10482,2019-11-01,327.99
3,10482,2019-12-01,248.99
4,10482,2019-07-01,327.99
4,10482,2019-08-01,271.99
4,10482,2019-09-01,279.99
4,10482,2019-10-01,301.99
4,10482,2019-11-01,257.99
4,10482,2019-12-01,304.99
5,10482,2019-07-01,0.0
5,10482,2019-08-01,285.99
5,10482,2019-09-01,240.99
5,10482,2019-10-01,276.99
5,10482,2019-11-01,301.99
5,10482,2019-12-01,0.0
6,10482,2019-07-01,265.99
6,10482,2019-08-01,0.0
6,10482,2019-09-01,282.99
6,10482,2019-10-01,0.0
6,10482,2019-11-01,290.99
6,10482,2019-12-01,313.99
7,10482,2019-07-01,262.99
7,10482,2019-08-01,332.99
7,10482,2019-09-01,329.99
7,10482,2019-10-01,307.99
7,10482,2019-11-01,304.99
7,10482,2019-12-01,268.99
1,10483,2019-07-01,581.99
1,10483,2019-08-01,665.99
1,10483,2019-09-01,497.99
1,10483,2019-10-01,539.99
1,10483,2019-11-01,695.99
1,10483,2019-12-01,623.99
2,10483,2019-07-01,599.99
2,10483,2019-08-01,665.99
2,10483,2019-09-01,599.99
2,10483,2019-10-01,575.99
2,10483,2019-11-01,539.99
2,10483,2019-12-01,683.99
3,10483,2019-07-01,599.99
3,10483,2019-08-01,623.99
3,10483,2019-09-01,569.99
3,10483,2019-10-01,683.99
3,10483,2019-11-01,701.99
3,10483,2019-12-01,599.99
4,10483,2019-07-01,629.99
4,10483,2019-08-01,563.99
4,10483,2019-09-01,527.99
4,10483,2019-10-01,641.99
4,10483,2019-11-01,575.99
4,10483,2019-12-01,0.0
5,10483,2019-07-01,617.99
5,10483,2019-08-01,581.99
5,10483,2019-09-01,575.99
5,10483,2019-10-01,539.99
5,10483,2019-11-01,713.99
5,10483,2019-12-01,575.99
6,10483,2019-07-01,533.99
6,10483,2019-08-01,617.99
6,10483,2019-09-01,551.99
6,10483,2019-10-01,0.0
6,10483,2019-11-01,521.99
6,10483,2019-12-01,527.99
7,10483,2019-07-01,557.99
7,10483,2019-08-01,563.99
7,10483,2019-09-01,599.99
7,10483,2019-10-01,533.99
7,10483,2019-11-01,0.0
7,10483,2019-12-01,545.99
1,10484,2019-07-01,77.99
1,10484,2019-08-01,84.99
1,10484,2019-09-01,69.99
1,10484,2019-10-01,68.99
1,10484,2019-11-01,102.99
1,10484,2019-12-01,93.99
2,10484,2019-07-01,89.99
2,10484,2019-08-01,91.99
2,10484,2019-09-01,93.99
2,10484,2019-10-01,70.99
2,10484,2019-11-01,84.99
2,10484,2019-12-01,76.99
3,10484,2019-07-01,96.99
3,10484,2019-08-01,0.0
3,10484,2019-09-01,97.99
3,10484,2019-10-01,94.99
3,10484,2019-11-01,72.99
3,10484,2019-12-01,94.99
4,10484,2019-07-01,89.99
4,10484,2019-08-01,101.99
4,10484,2019-09-01,81.99
4,10484,2019-10-01,98.99
4,10484,2019-11-01,0.0
4,10484,2019-12-01,77.99
5,10484,2019-07-01,76.99
5,10484,2019-08-01,86.99
5,10484,2019-09-01,88.99
5,10484,2019-10-01,0.0
5,10484,2019-11-01,72.99
5,10484,2019-12-01,68.99
6,10484,2019-07-01,79.99
6,10484,2019-08-01,0.0
6,10484,2019-09-01,76.99
6,10484,2019-10-01,78.99
6,10484,2019-11-01,82.99
6,10484,2019-12-01,96.99
7,10484,2019-07-01,101.99
7,10484,2019-08-01,89.99
7,10484,2019-09-01,71.99
7,10484,2019-10-01,93.99
7,10484,2019-11-01,76.99
7,10484,2019-12-01,83.99
1,10485,2019-07-01,47.99
1,10485,2019-08-01,50.99
1,10485,2019-09-01,46.99
1,10485,2019-10-01,49.99
1,10485,2019-11-01,0.0
1,10485,2019-12-01,41.99
2,10485,2019-07-01,53.99
2,10485,2019-08-01,37.99
2,10485,2019-09-01,38.99
2,10485,2019-10-01,0.0
2,10485,2019-11-01,36.99
2,10485,2019-12-01,0.0
3,10485,2019-07-01,38.99
3,10485,2019-08-01,0.0
3,10485,2019-09-01,49.99
3,10485,2019-10-01,38.99
3,10485,2019-11-01,0.0
3,10485,2019-12-01,45.99
4,10485,2019-07-01,0.0
4,10485,2019-08-01,37.99
4,10485,2019-09-01,53.99
4,10485,2019-10-01,0.0
4,10485,2019-11-01,49.99
4,10485,2019-12-01,44.99
5,10485,2019-07-01,40.99
5,10485,2019-08-01,0.0
5,10485,2019-09-01,36.99
5,10485,2019-10-01,0.0
5,10485,2019-11-01,0.0
5,10485,2019-12-01,39.99
6,10485,2019-07-01,37.99
6,10485,2019-08-01,42.99
6,10485,2019-09-01,0.0
6,10485,2019-10-01,47.99
6,10485,2019-11-01,42.99
6,10485,2019-12-01,40.99
7,10485,2019-07-01,41.99
7,10485,2019-08-01,0.0
7,10485,2019-09-01,36.99
7,10485,2019-10-01,48.99
7,10485,2019-11-01,53.99
7,10485,2019-12-01,48.99
1,10486,2019-07-01,39.99
1,10486,2019-08-01,0.0
1,10486,2019-09-01,38.99
1,10486,2019-10-01,47.99
1,10486,2019-11-01,40.99
1,10486,2019-12-01,36.99
2,10486,2019-07-01,47.99
2,10486,2019-08-01,40.99
2,10486,2019-09-01,47.99
2,10486,2019-10-01,39.99
2,10486,2019-11-01,37.99
2,10486,2019-12-01,49.99
3,10486,2019-07-01,42.99
3,10486,2019-08-01,48.99
3,10486,2019-09-01,44.99
3,10486,2019-10-01,42.99
3,10486,2019-11-01,44.99
3,10486,2019-12-01,36.99
4,10486,2019-07-01,38.99
4,10486,2019-08-01,36.99
4,10486,2019-09-01,36.99
4,10486,2019-10-01,48.99
4,10486,2019-11-01,41.99
4,10486,2019-12-01,49.99
5,10486,2019-07-01,49.99
5,10486,2019-08-01,47.99
5,10486,2019-09-01,38.99
5,10486,2019-10-01,47.99
5,10486,2019-11-01,0.0
5,10486,2019-12-01,50.99
6,10486,2019-07-01,0.0
6,10486,2019-08-01,0.0
6,10486,2019-09-01,34.99
6,10486,2019-10-01,34.99
6,10486,2019-11-01,46.99
6,10486,2019-12-01,39.99
7,10486,2019-07-01,39.99
7,10486,2019-08-01,0.0
7,10486,2019-09-01,42.99
7,10486,2019-10-01,48.99
7,10486,2019-11-01,43.99
7,10486,2019-12-01,36.99
1,10487,2019-07-01,86.99
1,10487,2019-08-01,95.99
1,10487,2019-09-01,81.99
1,10487,2019-10-01,73.99
1,10487,2019-11-01,94.99
1,10487,2019-12-01,102.99
2,10487,2019-07-01,86.99
2,10487,2019-08-01,86.99
2,10487,2019-09-01,77.99
2,10487,2019-10-01,77.99
2,10487,2019-11-01,80.99
2,10487,2019-12-01,89.99
3,10487,2019-07-01,80.99
3,10487,2019-08-01,107.99
3,10487,2019-09-01,100.99
3,10487,2019-10-01,107.99
3,10487,2019-11-01,80.99
3,10487,2019-12-01,73.99
4,10487,2019-07-01,102.99
4,10487,2019-08-01,71.99
4,10487,2019-09-01,97.99
4,10487,2019-10-01,0.0
4,10487,2019-11-01,104.99
4,10487,2019-12-01,103.99
5,10487,2019-07-01,101.99
5,10487,2019-08-01,86.99
5,10487,2019-09-01,73.99
5,10487,2019-10-01,91.99
5,10487,2019-11-01,83.99
5,10487,2019-12-01,93.99
6,10487,2019-07-01,98.99
6,10487,2019-08-01,78.99
6,10487,2019-09-01,0.0
6,10487,2019-10-01,74.99
6,10487,2019-11-01,88.99
6,10487,2019-12-01,88.99
7,10487,2019-07-01,89.99
7,10487,2019-08-01,73.99
7,10487,2019-09-01,71.99
7,10487,2019-10-01,88.99
7,10487,2019-11-01,91.99
7,10487,2019-12-01,0.0
1,10488,2019-07-01,306.99
1,10488,2019-08-01,277.99
1,10488,2019-09-01,286.99
1,10488,2019-10-01,289.99
1,10488,2019-11-01,323.99
1,10488,2019-12-01,280.99
2,10488,2019-07-01,291.99
2,10488,2019-08-01,338.99
2,10488,2019-09-01,320.99
2,10488,2019-10-01,341.99
2,10488,2019-11-01,271.99
2,10488,2019-12-01,268.99
3,10488,2019-07-01,320.99
3,10488,2019-08-01,248.99
3,10488,2019-09-01,274.99
3,10488,2019-10-01,341.99
3,10488,2019-11-01,0.0
3,10488,2019-12-01,291.99
4,10488,2019-07-01,343.99
4,10488,2019-08-01,303.99
4,10488,2019-09-01,326.99
4,10488,2019-10-01,283.99
4,10488,2019-11-01,231.99
4,10488,2019-12-01,231.99
5,10488,2019-07-01,0.0
5,10488,2019-08-01,236.99
5,10488,2019-09-01,262.99
5,10488,2019-10-01,245.99
5,10488,2019-11-01,0.0
5,10488,2019-12-01,300.99
6,10488,2019-07-01,231.99
6,10488,2019-08-01,251.99
6,10488,2019-09-01,257.99
6,10488,2019-10-01,260.99
6,10488,2019-11-01,277.99
6,10488,2019-12-01,260.99
7,10488,2019-07-01,245.99
7,10488,2019-08-01,343.99
7,10488,2019-09-01,236.99
7,10488,2019-10-01,271.99
7,10488,2019-11-01,251.99
7,10488,2019-12-01,329.99
1,10489,2019-07-01,24.99
1,10489,2019-08-01,28.99
1,10489,2019-09-01,27.99
1,10489,2019-10-01,27.99
1,10489,2019-11-01,32.99
1,10489,2019-12-01,21.99
2,10489,2019-07-01,21.99
2,10489,2019-08-01,23.99
2,10489,2019-09-01,0.0
2,10489,2019-10-01,23.99
2,10489,2019-11-01,23.99
2,10489,2019-12-01,0.0
3,10489,2019-07-01,28.99
3,10489,2019-08-01,0.0
3,10489,2019-09-01,0.0
3,10489,2019-10-01,23.99
3,10489,2019-11-01,27.99
3,10489,2019-12-01,0.0
4,10489,2019-07-01,24.99
4,10489,2019-08-01,26.99
4,10489,2019-09-01,23.99
4,10489,2019-10-01,29.99
4,10489,2019-11-01,0.0
4,10489,2019-12-01,24.99
5,10489,2019-07-01,27.99
5,10489,2019-08-01,23.99
5,10489,2019-09-01,23.99
5,10489,2019-10-01,26.99
5,10489,2019-11-01,23.99
5,10489,2019-12-01,0.0
6,10489,2019-07-01,0.0
6,10489,2019-08-01,27.99
6,10489,2019-09-01,0.0
6,10489,2019-10-01,30.99
6,10489,2019-11-01,21.99
6,10489,2019-12-01,28.99
7,10489,2019-07-01,28.99
7,10489,2019-08-01,0.0
7,10489,2019-09-01,31.99
7,10489,2019-10-01,28.99
7,10489,2019-11-01,25.99
7,10489,2019-12-01,31.99
1,10490,2019-07-01,23.99
1,10490,2019-08-01,27.99
1,10490,2019-09-01,28.99
1,10490,2019-10-01,23.99
1,10490,2019-11-01,20.99
1,10490,2019-12-01,0.0
2,10490,2019-07-01,24.99
2,10490,2019-08-01,22.99
2,10490,2019-09-01,28.99
2,10490,2019-10-01,25.99
2,10490,2019-11-01,20.99
2,10490,2019-12-01,30.99
3,10490,2019-07-01,26.99
3,10490,2019-08-01,21.99
3,10490,2019-09-01,27.99
3,10490,2019-10-01,29.99
3,10490,2019-11-01,0.0
3,10490,2019-12-01,23.99
4,10490,2019-07-01,20.99
4,10490,2019-08-01,22.99
4,10490,2019-09-01,25.99
4,10490,2019-10-01,23.99
4,10490,2019-11-01,22.99
4,10490,2019-12-01,23.99
5,10490,2019-07-01,20.99
5,10490,2019-08-01,27.99
5,10490,2019-09-01,29.99
5,10490,2019-10-01,0.0
5,10490,2019-11-01,26.99
5,10490,2019-12-01,0.0
6,10490,2019-07-01,28.99
6,10490,2019-08-01,26.99
6,10490,2019-09-01,26.99
6,10490,2019-10-01,21.99
6,10490,2019-11-01,0.0
6,10490,2019-12-01,28.99
7,10490,2019-07-01,22.99
7,10490,2019-08-01,28.99
7,10490,2019-09-01,29.99
7,10490,2019-10-01,21.99
7,10490,2019-11-01,25.99
7,10490,2019-12-01,25.99
1,10491,2019-07-01,113.99
1,10491,2019-08-01,105.99
1,10491,2019-09-01,129.99
1,10491,2019-10-01,97.99
1,10491,2019-11-01,0.0
1,10491,2019-12-01,113.99
2,10491,2019-07-01,115.99
2,10491,2019-08-01,102.99
2,10491,2019-09-01,94.99
2,10491,2019-10-01,87.99
2,10491,2019-11-01,102.99
2,10491,2019-12-01,94.99
3,10491,2019-07-01,131.99
3,10491,2019-08-01,101.99
3,10491,2019-09-01,98.99
3,10491,2019-10-01,97.99
3,10491,2019-11-01,125.99
3,10491,2019-12-01,0.0
4,10491,2019-07-01,104.99
4,10491,2019-08-01,119.99
4,10491,2019-09-01,102.99
4,10491,2019-10-01,105.99
4,10491,2019-11-01,127.99
4,10491,2019-12-01,120.99
5,10491,2019-07-01,119.99
5,10491,2019-08-01,116.99
5,10491,2019-09-01,128.99
5,10491,2019-10-01,112.99
5,10491,2019-11-01,118.99
5,10491,2019-12-01,129.99
6,10491,2019-07-01,95.99
6,10491,2019-08-01,0.0
6,10491,2019-09-01,106.99
6,10491,2019-10-01,111.99
6,10491,2019-11-01,0.0
6,10491,2019-12-01,98.99
7,10491,2019-07-01,0.0
7,10491,2019-08-01,95.99
7,10491,2019-09-01,0.0
7,10491,2019-10-01,104.99
7,10491,2019-11-01,123.99
7,10491,2019-12-01,124.99
1,10492,2019-07-01,94.99
1,10492,2019-08-01,84.99
1,10492,2019-09-01,82.99
1,10492,2019-10-01,98.99
1,10492,2019-11-01,99.99
1,10492,2019-12-01,99.99
2,10492,2019-07-01,82.99
2,10492,2019-08-01,88.99
2,10492,2019-09-01,105.99
2,10492,2019-10-01,113.99
2,10492,2019-11-01,90.99
2,10492,2019-12-01,102.99
3,10492,2019-07-01,0.0
3,10492,2019-08-01,75.99
3,10492,2019-09-01,98.99
3,10492,2019-10-01,108.99
3,10492,2019-11-01,94.99
3,10492,2019-12-01,76.99
4,10492,2019-07-01,86.99
4,10492,2019-08-01,113.99
4,10492,2019-09-01,105.99
4,10492,2019-10-01,111.99
4,10492,2019-11-01,101.99
4,10492,2019-12-01,78.99
5,10492,2019-07-01,85.99
5,10492,2019-08-01,102.99
5,10492,2019-09-01,81.99
5,10492,2019-10-01,109.99
5,10492,2019-11-01,89.99
5,10492,2019-12-01,90.99
6,10492,2019-07-01,98.99
6,10492,2019-08-01,101.99
6,10492,2019-09-01,109.99
6,10492,2019-10-01,109.99
6,10492,2019-11-01,103.99
6,10492,2019-12-01,110.99
7,10492,2019-07-01,77.99
7,10492,2019-08-01,103.99
7,10492,2019-09-01,83.99
7,10492,2019-10-01,89.99
7,10492,2019-11-01,111.99
7,10492,2019-12-01,0.0
1,10493,2019-07-01,212.99
1,10493,2019-08-01,201.99
1,10493,2019-09-01,184.99
1,10493,2019-10-01,208.99
1,10493,2019-11-01,226.99
1,10493,2019-12-01,0.0
2,10493,2019-07-01,188.99
2,10493,2019-08-01,184.99
2,10493,2019-09-01,159.99
2,10493,2019-10-01,174.99
2,10493,2019-11-01,212.99
2,10493,2019-12-01,174.99
3,10493,2019-07-01,157.99
3,10493,2019-08-01,203.99
3,10493,2019-09-01,214.99
3,10493,2019-10-01,151.99
3,10493,2019-11-01,151.99
3,10493,2019-12-01,205.99
4,10493,2019-07-01,155.99
4,10493,2019-08-01,197.99
4,10493,2019-09-01,227.99
4,10493,2019-10-01,203.99
4,10493,2019-11-01,167.99
4,10493,2019-12-01,191.99
5,10493,2019-07-01,170.99
5,10493,2019-08-01,184.99
5,10493,2019-09-01,224.99
5,10493,2019-10-01,188.99
5,10493,2019-11-01,159.99
5,10493,2019-12-01,203.99
6,10493,2019-07-01,203.99
6,10493,2019-08-01,208.99
6,10493,2019-09-01,197.99
6,10493,2019-10-01,176.99
6,10493,2019-11-01,170.99
6,10493,2019-12-01,174.99
7,10493,2019-07-01,195.99
7,10493,2019-08-01,197.99
7,10493,2019-09-01,0.0
7,10493,2019-10-01,208.99
7,10493,2019-11-01,212.99
7,10493,2019-12-01,0.0
1,10494,2019-07-01,115.99
1,10494,2019-08-01,153.99
1,10494,2019-09-01,127.99
1,10494,2019-10-01,0.0
